Timestamp,Load R1,Load R3,Load R4,Load R5,Load R6,Load R8,Load R10,Load R11,Load R12,Load R14,Load CI1,Load CI3,Load CI7,Load CI9,Load CI10,Load CI12,Load CI13,Load CI14,PV 3,PV 4,PV 5,PV 6,PV 8,PV 9,PV 10,PV 11,WKA 7,Export - Market price ($/MWh),Import - Market price ($/MWh),Bus 1,Bus 12,Line 5-6,Line 8-9,Line 7-8,Line 13-14,Battery 1,Battery 2
 01/01/2020 11:00:00,0.06,0.03,0.06,0.05,0.08,0.07,0.07,0.02,0.04,0.07,0.67,0.52,0.55,0.77,0.09,0.78,0.11,0.1,0.6395,0.1426,0.1826,0.6018,0.4268,0.0936,8.579365079,10.68,0,47.33,67.33,,,,,,,,
 01/01/2020 12:00:00,0.06,0.03,0.04,0.05,0.09,0.11,0.07,0.04,0.1,0.05,0.68,0.5,0.65,0.78,0.09,0.81,0.1,0.1,0.6275,0.1524,0.2076,0.6083,0.4066,0.155,10.61904762,12.39,0,50.05,70.05,,,,,,,,
 01/01/2020 13:00:00,0.04,0.03,0.07,0.05,0.17,0.17,0.02,0.02,0.11,0.06,0.68,0.51,0.68,0.77,0.09,0.79,0.1,0.1,0.5859,0.1352,0.3019,0.6079,0.3814,0.2238,12.00793651,12.75,0,53.71,73.71,,,,,,,,
 01/01/2020 14:00:00,0.06,0.04,0.05,0.06,0.08,0.09,0.02,0.01,0.06,0.07,0.68,0.51,0.68,0.63,0.1,0.78,0.1,0.1,0.519,0.0958,0.3384,0.6069,0.3455,0.1812,12.65079365,12.75,0,53.71,73.71,,,,,,,,
 01/01/2020 15:00:00,0.08,0.06,0.06,0.06,0.06,0.1,0.03,0.01,0.06,0.06,0.68,0.52,0.68,0.63,0.1,0.63,0.09,0.1,0.4751,0.0368,0.199,0.7829,0.3686,0.1268,9.079365079,12.39,0,53.71,73.71,,,,,,,,
 01/01/2020 16:00:00,0.12,0.05,0.05,0.05,0.06,0.12,0.02,0.19,0.08,0.06,0.69,0.51,0.66,0.63,0.09,0.63,0.09,0.1,0.4232,0.001,0.084,0.7412,0.4023,0.0304,11.06349206,10.14,0,53.71,73.71,,,,,,,,
 01/01/2020 17:00:00,0.11,0.03,0.24,0.06,0.06,0.08,0.02,0.03,0.08,0.36,0.66,0.54,0.65,0.79,0.1,0.65,0.12,0.1,0.3939,0,0.1019,0.6822,0.4628,0.0001,8.976190476,8.43,0,53.71,73.71,,,,,,,,
 01/01/2020 18:00:00,0.13,0.03,0.28,0.05,0.06,0.09,0.02,0.03,0.09,0.27,0.63,0.67,0.6,0.85,0.16,0.86,0.23,0.11,0.3773,0,0.1309,0.6024,0.5182,0,7.841269841,3.39,0,50.05,70.05,,,,,,,,
 01/01/2020 19:00:00,0.06,0.03,0.3,0.05,0.07,0.26,0.08,0.27,0.12,0.25,0.62,0.81,0.61,0.85,0.16,0.86,0.23,0.11,0.3677,0,0.0522,0.5743,0.5361,0,4.865079365,0.93,0,57.14,77.14,,,,,,,,
 01/01/2020 20:00:00,0.1,0.03,0.11,0.07,0.16,0.19,0.07,0.05,0.1,0.31,0.62,0.82,0.54,0.71,0.16,0.86,0.23,0.11,0.3482,0,0.0354,0.5288,0.5549,0,1.142857143,0.57,0,55.14,75.14,,,,,,,,
 01/01/2020 21:00:00,0.06,0.03,0.12,0.06,0.23,0.12,0.02,0.06,0.07,0.2,0.59,0.87,0.51,0.71,0.16,0.71,0.24,0.11,0.3425,0,0.0398,0.4729,0.5662,0,0.103174603,0,0,55.14,75.14,,,,,,,,
 01/01/2020 22:00:00,0.13,0.03,0.1,0.08,0.23,0.2,0.03,0.06,0.09,0.19,0.59,0.85,0.46,0.71,0.16,0.7,0.24,0.11,0.331,0,0.0423,0.434,0.562,0,0,0,0,50.05,70.05,,,,,,,,
 01/01/2020 23:00:00,0.12,0.03,0.1,0.07,0.09,0.21,0.02,0.05,0.06,0.2,0.58,0.63,0.28,0.71,0.16,0.7,0.24,0.11,0.3194,0,0.0231,0.3598,0.5632,0,0,0,0,42.62,62.62,,,,,,,,
 01/01/2020 24:00:00,0.34,0.05,0.09,0.06,0.16,0.06,0.02,0.03,0.05,0.06,0.58,0.41,0.39,0.72,0.16,0.74,0.24,0.11,0.3058,0,0,0.2807,0.5496,0,0,0,0,31.7,51.7,,,,,,,,
 01/02/2020 01:00:00,0.1,0.03,0.03,0.03,0.07,0.03,0.02,0.02,0.05,0.08,0.57,0.33,0.31,0.41,0.19,0.42,0.24,0.11,0.303,0,0,0.2982,0.5098,0,0,0,0,29.28,49.28,,,,,,,,
 01/02/2020 02:00:00,0.02,0.03,0.06,0.03,0.07,0.07,0.02,0.02,0.05,0.04,0.58,0.31,0.28,0.27,0.19,0.29,0.24,0.11,0.293,0,0,0.2835,0.4711,0,0,0,0,29.56,49.56,,,,,,,,
 01/02/2020 03:00:00,0.05,0.03,0.05,0.04,0.07,0.07,0.01,0.02,0.05,0.03,0.58,0.29,0.28,0.27,0.21,0.29,0.24,0.11,0.2939,0,0,0.3148,0.417,0,0,0,0,29.6,49.6,,,,,,,,
 01/02/2020 04:00:00,0.04,0.03,0.05,0.04,0.11,0.05,0.01,0.02,0.07,0.04,0.58,0.29,0.28,0.27,0.22,0.29,0.24,0.12,0.3068,0,0,0.3351,0.3644,0,0,0,0,29.62,49.62,,,,,,,,
 01/02/2020 05:00:00,0.28,0.02,0.03,0.03,0.07,0.04,0.01,0.02,0.05,0.04,0.64,0.3,0.3,0.28,0.22,0.3,0.25,0.12,0.3149,0,0,0.3578,0.3206,0,0,0,0,29.64,49.64,,,,,,,,
 01/02/2020 06:00:00,0.07,0.03,0.07,0.04,0.07,0.03,0.01,0.02,0.04,0.04,0.63,0.37,0.29,0.41,0.24,0.42,0.24,0.12,0.3308,0,0,0.4005,0.3119,0,0,0,0,41,61,,,,,,,,
 01/02/2020 07:00:00,0.46,0.03,0.04,0.03,0.07,0.05,0.01,0.03,0.03,0.04,0.8,0.66,0.44,0.71,1,0.86,0.27,0.19,0.3366,0,0.0094,0.397,0.3331,0,0,0,0,29.45,49.45,,,,,,,,
 01/02/2020 08:00:00,0.01,0.03,0.03,0.07,0.08,0.11,0.02,0.02,0.07,0.04,0.88,0.79,0.45,0.79,0.85,0.8,0.47,0.35,0.3322,0.0019,0.0377,0.4002,0.3518,0,0.349206349,0.39,0,53.71,73.71,,,,,,,,
 01/02/2020 09:00:00,0.24,0.06,0.03,0.08,0.09,0.07,0.02,0.02,0.07,0.04,0.91,0.67,0.69,0.77,0.87,0.63,0.7,0.43,0.324,0.0216,0.0483,0.3594,0.3924,0.0005,1.293650794,4.89,0,59.96,79.96,,,,,,,,
 01/02/2020 10:00:00,0.05,0.05,0.03,0.03,0.1,0.14,0.02,0.01,0.06,0.03,0.95,0.64,0.78,0.63,0.71,0.63,0.87,0.43,0.3113,0.0524,0.0595,0.326,0.4546,0.0055,1.833333333,7.89,0,58.48,78.48,,,,,,,,
 01/02/2020 11:00:00,0.13,0.03,0.03,0.03,0.13,0.07,0.07,0.02,0.07,0.11,0.96,0.48,0.75,0.77,0.66,0.78,0.87,0.45,0.3184,0.075,0.0936,0.4193,0.4641,0.0212,2.484126984,8.82,0,51,71,,,,,,,,
 01/02/2020 12:00:00,0.07,0.04,0.06,0.06,0.15,0.06,0.07,0.09,0.1,0.08,0.96,0.49,0.85,0.78,0.66,0.82,0.87,0.49,0.3425,0.0816,0.0738,0.5042,0.5067,0.0406,4.26984127,9.93,0,51,71,,,,,,,,
 01/02/2020 13:00:00,0.02,0.03,0.06,0.05,0.15,0.04,0.02,0.03,0.07,0.07,0.92,0.5,0.79,0.77,0.67,0.79,0.78,0.5,0.326,0.0771,0.0942,0.476,0.5667,0.0578,6.396825397,12.75,0,51,71,,,,,,,,
 01/02/2020 14:00:00,0.07,0.03,0.07,0.03,0.1,0.11,0.02,0.03,0.05,0.06,0.95,0.5,0.78,0.63,0.63,0.78,0.87,0.5,0.2941,0.0568,0.0764,0.4237,0.5844,0.0615,6,12.75,0,51.32,71.32,,,,,,,,
 01/02/2020 15:00:00,0.04,0.03,0.06,0.04,0.06,0.1,0.02,0.06,0.04,0.05,0.94,0.5,0.77,0.63,0.58,0.63,0.87,0.47,0.2878,0.0206,0.0642,0.4696,0.6046,0.0276,6.396825397,12.18,0,52.5,72.5,,,,,,,,
 01/02/2020 16:00:00,0.11,0.03,0.07,0.04,0.08,0.09,0.02,0.05,0.04,0.03,0.94,0.49,0.77,0.63,0.58,0.63,0.87,0.44,0.2998,0.001,0.0522,0.554,0.577,0.0033,4.214285714,11.07,0,51,71,,,,,,,,
 01/02/2020 17:00:00,0.18,0.03,0.07,0.03,0.06,0.12,0.01,0.31,0.05,0.06,0.95,0.53,0.77,0.79,0.64,0.65,0.89,0.42,0.325,0,0.0642,0.5894,0.5004,0.0013,3.420634921,6.93,0,57.71,77.71,,,,,,,,
 01/02/2020 18:00:00,0.1,0.04,0.06,0.03,0.1,0.09,0.02,0.03,0.06,0.05,0.96,0.7,0.8,0.85,0.71,0.86,0.42,0.36,0.3555,0,0.1471,0.679,0.4907,0.0004,1.888888889,3.57,0,58.36,78.36,,,,,,,,
 01/02/2020 19:00:00,0.03,0.05,0.14,0.04,0.37,0.05,0.08,0.05,0.31,0.55,0.77,0.77,0.8,0.85,0.57,0.86,0.23,0.36,0.3927,0,0.0772,0.759,0.4846,0,0.595238095,1.68,0,59.53,79.53,,,,,,,,
 01/02/2020 20:00:00,0.11,0.04,0.09,0.03,0.19,0.05,0.08,0.04,0.1,0.06,0.77,0.79,0.75,0.71,0.58,0.86,0.23,0.36,0.4225,0,0.0344,0.7795,0.5219,0,0.349206349,0.18,0,61.52,81.52,,,,,,,,
 01/02/2020 21:00:00,0.06,0.02,0.05,0.02,0.12,0.05,0.02,0.04,0.1,0.05,0.66,0.88,0.65,0.71,0.55,0.71,0.23,0.36,0.4466,0,0.0416,0.7798,0.56,0,0,0,0,49.48,69.48,,,,,,,,
 01/02/2020 22:00:00,0.09,0.03,0.04,0.04,0.11,0.12,0.02,0.04,0.08,0.06,0.63,0.83,0.47,0.71,0.57,0.7,0.23,0.11,0.4742,0,0.0469,0.7879,0.5777,0,0,0,0,49.48,69.48,,,,,,,,
 01/02/2020 23:00:00,0.09,0.05,0.04,0.07,0.13,0.07,0.02,0.06,0.07,0.08,0.58,0.59,0.31,0.71,0.2,0.7,0.24,0.11,0.514,0,0.0388,0.7934,0.5613,0,0,0,0,28.7,48.7,,,,,,,,
 01/02/2020 24:00:00,0.31,0.04,0.05,0.04,0.06,0.07,0.02,0.02,0.06,0.15,0.59,0.39,0.42,0.72,0.19,0.74,0.23,0.11,0.5584,0,0,0.7971,0.545,0,0,0,0,28.7,48.7,,,,,,,,
 01/03/2020 01:00:00,0.05,0.04,0.05,0.02,0.08,0.04,0.03,0.03,0.06,0.06,0.57,0.33,0.32,0.41,0.19,0.42,0.24,0.11,0.5936,0,0,0.8101,0.5624,0,0,0,0,21,41,,,,,,,,
 01/03/2020 02:00:00,0.07,0.02,0.04,0.03,0.07,0.05,0.02,0.01,0.04,0.06,0.58,0.32,0.3,0.27,0.19,0.29,0.24,0.11,0.6243,0,0,0.8154,0.5878,0,0,0,0,21,41,,,,,,,,
 01/03/2020 03:00:00,0.06,0.03,0.05,0.03,0.06,0.03,0.02,0.02,0.03,0.04,0.59,0.3,0.3,0.27,0.19,0.29,0.24,0.11,0.6641,0,0,0.818,0.6014,0,0,0,0,21.03,41.03,,,,,,,,
 01/03/2020 04:00:00,0.06,0.05,0.03,0.03,0.08,0.05,0.03,0.02,0.03,0.04,0.6,0.3,0.3,0.28,0.19,0.29,0.23,0.11,0.6958,0,0,0.822,0.5792,0,0,0,0,21.24,41.24,,,,,,,,
 01/03/2020 05:00:00,0.28,0.04,0.03,0.03,0.1,0.05,0.02,0.02,0.05,0.05,0.67,0.31,0.37,0.29,0.19,0.32,0.23,0.12,0.6983,0,0,0.784,0.5848,0,0,0,0,21.12,41.12,,,,,,,,
 01/03/2020 06:00:00,0.03,0.02,0.03,0.04,0.09,0.07,0.01,0.01,0.05,0.04,0.66,0.38,0.36,0.43,0.2,0.44,0.23,0.12,0.719,0,0,0.7647,0.5746,0,0,0,0,21.18,41.18,,,,,,,,
 01/03/2020 07:00:00,0.29,0.02,0.03,0.03,0.1,0.05,0.01,0.01,0.04,0.04,0.82,0.67,0.51,0.72,0.64,0.87,0.27,0.19,0.7062,0,0.01,0.7728,0.5523,0,0,0,0,29.56,49.56,,,,,,,,
 01/03/2020 08:00:00,0.05,0.02,0.03,0.04,0.09,0.09,0.01,0.02,0.04,0.04,0.9,0.81,0.49,0.79,0.62,0.8,0.47,0.35,0.7023,0.0013,0.0324,0.7731,0.5662,0,0.5,0.39,0,35.7,55.7,,,,,,,,
 01/03/2020 09:00:00,0.07,0.02,0.03,0.04,0.08,0.09,0.01,0.02,0.05,0.04,0.93,0.68,0.69,0.77,0.72,0.63,0.7,0.43,0.688,0.017,0.049,0.7729,0.584,0.002,2.134920635,1.68,0,42.57,62.57,,,,,,,,
 01/03/2020 10:00:00,0.01,0.03,0.03,0.03,0.13,0.04,0.02,0.01,0.06,0.05,0.96,0.64,0.78,0.63,0.61,0.63,0.87,0.45,0.6826,0.0343,0.1164,0.7713,0.5997,0.0728,3.76984127,3.75,0,45.18,65.18,,,,,,,,
 01/03/2020 11:00:00,0.04,0.03,0.04,0.05,0.16,0.4,0.07,0.03,0.06,0.06,0.96,0.48,0.74,0.77,0.59,0.78,0.87,0.45,0.6836,0.0557,0.2214,0.6818,0.6138,0.1704,6.698412698,6.39,0,45.18,65.18,,,,,,,,
 01/03/2020 12:00:00,0.05,0.03,0.05,0.03,0.11,0.06,0.07,0.1,0.06,0.23,0.96,0.49,0.85,0.79,0.61,0.82,0.87,0.5,0.6772,0.0696,0.3088,0.6653,0.6254,0.215,5.507936508,6,0,47.33,67.33,,,,,,,,
 01/03/2020 13:00:00,0.04,0.03,0.04,0.06,0.15,0.04,0.01,0.03,0.04,0.06,0.93,0.5,0.79,0.77,0.63,0.79,0.78,0.57,0.6742,0.0647,0.34,0.498,0.6176,0.2421,6.055555556,8.07,0,47.33,67.33,,,,,,,,
 01/03/2020 14:00:00,0.02,0.05,0.05,0.07,0.1,0.05,0.01,0.01,0.06,0.09,0.95,0.51,0.78,0.63,0.62,0.78,0.87,0.61,0.6829,0.0468,0.276,0.5211,0.6283,0.1844,5.206349206,9.18,0,48.17,68.17,,,,,,,,
 01/03/2020 15:00:00,0.01,0.04,0.04,0.1,0.09,0.05,0.01,0.01,0.09,0.06,0.96,0.51,0.77,0.63,0.59,0.63,0.87,0.63,0.6913,0.0206,0.1338,0.5439,0.6215,0.093,7.293650794,10.5,0,47.33,67.33,,,,,,,,
 01/03/2020 16:00:00,0.05,0.03,0.08,0.07,0.09,0.05,0.02,0.02,0.1,0.06,0.95,0.49,0.75,0.63,0.58,0.63,0.87,0.55,0.7074,0.0013,0.0513,0.539,0.6003,0.0123,9.031746032,10.89,0,47.33,67.33,,,,,,,,
 01/03/2020 17:00:00,0.05,0.04,0.07,0.05,0.07,0.03,0.02,0.02,0.06,0.03,0.97,0.54,0.76,0.79,0.62,0.65,0.89,0.5,0.7395,0,0.0528,0.6789,0.5996,0.0008,10.61904762,8.43,0,47.33,67.33,,,,,,,,
 01/03/2020 18:00:00,0.03,0.03,0.07,0.04,0.23,0.17,0.01,0.06,0.04,0.02,0.99,0.71,0.79,0.85,0.66,0.86,0.41,0.4,0.7578,0,0.1442,0.725,0.5901,0.0006,7.936507937,3.39,0,45.18,65.18,,,,,,,,
 01/03/2020 19:00:00,0.03,0.04,0.1,0.03,0.17,0.09,0.07,0.07,0.04,0.03,0.79,0.77,0.78,0.85,0.53,0.86,0.23,0.37,0.757,0,0.0839,0.6874,0.585,0,4.912698413,0.57,0,42.57,62.57,,,,,,,,
 01/03/2020 20:00:00,0.11,0.03,0.12,0.04,0.12,0.07,0.07,0.05,0.04,0.05,0.77,0.79,0.7,0.71,0.53,0.86,0.23,0.36,0.7597,0,0.0636,0.6817,0.5837,0,1.19047619,0.39,0,42.57,62.57,,,,,,,,
 01/03/2020 21:00:00,0.09,0.03,0.06,0.04,0.09,0.09,0.01,0.04,0.04,0.1,0.68,0.88,0.62,0.71,0.49,0.7,0.23,0.36,0.7664,0,0.0412,0.674,0.5828,0,0.103174603,0.18,0,37,57,,,,,,,,
 01/03/2020 22:00:00,0.06,0.03,0.1,0.1,0.12,0.07,0.02,0.06,0.04,0.06,0.63,0.83,0.44,0.71,0.5,0.7,0.23,0.11,0.7421,0,0.045,0.6969,0.5673,0,0,0,0,30.5,50.5,,,,,,,,
 01/03/2020 23:00:00,0.03,0.05,0.05,0.06,0.1,0.07,0.02,0.04,0.06,0.08,0.58,0.59,0.3,0.71,0.2,0.7,0.24,0.11,0.7341,0,0.0363,0.7103,0.5436,0,0,0,0,29.4,49.4,,,,,,,,
 01/03/2020 24:00:00,0.33,0.04,0.04,0.05,0.08,0.16,0.02,0.04,0.06,0.07,0.58,0.39,0.42,0.72,0.19,0.74,0.23,0.11,0.7212,0,0,0.6769,0.5075,0,0,0,0,29.7,49.7,,,,,,,,
 01/04/2020 01:00:00,0.04,0.02,0.09,0.04,0.1,0.05,0.02,0.01,0.04,0.07,0.57,0.34,0.32,0.41,0.19,0.42,0.24,0.11,0.7072,0,0,0.6616,0.4636,0,0,0,0,29.85,49.85,,,,,,,,
 01/04/2020 02:00:00,0.02,0.03,0.03,0.03,0.08,0.05,0.02,0.03,0.05,0.04,0.57,0.32,0.3,0.27,0.19,0.29,0.23,0.11,0.6858,0,0,0.6318,0.4328,0,0,0,0,10,30,,,,,,,,
 01/04/2020 03:00:00,0.01,0.02,0.04,0.02,0.05,0.04,0.01,0.02,0.05,0.03,0.57,0.3,0.29,0.27,0.19,0.29,0.24,0.11,0.6647,0,0,0.6221,0.371,0,0,0,0,10,30,,,,,,,,
 01/04/2020 04:00:00,0.05,0.03,0.03,0.03,0.05,0.05,0.01,0.02,0.04,0.03,0.57,0.29,0.29,0.27,0.19,0.29,0.24,0.11,0.6256,0,0,0.503,0.3035,0,0,0,0,10,30,,,,,,,,
 01/04/2020 05:00:00,0.31,0.03,0.03,0.03,0.09,0.03,0.02,0.01,0.03,0.03,0.64,0.3,0.31,0.28,0.19,0.3,0.24,0.11,0.5808,0,0,0.3464,0.2628,0,0,0,0,10,30,,,,,,,,
 01/04/2020 06:00:00,0.06,0.02,0.03,0.03,0.08,0.06,0.02,0.02,0.03,0.03,0.63,0.37,0.3,0.41,0.2,0.42,0.24,0.11,0.5458,0,0,0.2811,0.2706,0,0,0,0,10,30,,,,,,,,
 01/04/2020 07:00:00,0.47,0.03,0.03,0.02,0.06,0.03,0.02,0.02,0.05,0.03,0.79,0.66,0.45,0.71,0.66,0.86,0.27,0.19,0.5034,0,0.0144,0.2158,0.2656,0,0,0,0,29.96,49.96,,,,,,,,
 01/04/2020 08:00:00,0.02,0.03,0.03,0.02,0.09,0.13,0.02,0.02,0.06,0.03,0.88,0.81,0.47,0.81,0.64,0.82,0.49,0.35,0.4554,0.0012,0.036,0.2037,0.251,0,0.301587302,0.39,0,29.6,49.6,,,,,,,,
 01/04/2020 09:00:00,0.16,0.03,0.03,0.03,0.08,0.14,0.03,0.03,0.07,0.07,0.9,0.66,0.69,0.77,0.77,0.63,0.7,0.43,0.407,0.0146,0.0454,0.193,0.2389,0.0077,1.492063492,4.89,0,34.4,54.4,,,,,,,,
 01/04/2020 10:00:00,0.03,0.03,0.03,0.04,0.09,0.08,0.02,0.02,0.04,0.05,0.93,0.62,0.78,0.63,0.69,0.63,0.87,0.43,0.3655,0.0358,0.0777,0.151,0.2596,0.0217,5.857142857,8.43,0,36,56,,,,,,,,
 01/04/2020 11:00:00,0.06,0.04,0.04,0.03,0.07,0.08,0.08,0.01,0.1,0.04,0.94,0.45,0.74,0.77,0.64,0.78,0.87,0.44,0.3365,0.0486,0.1088,0.1612,0.261,0.0792,8.928571429,11.07,0,37.2,57.2,,,,,,,,
 01/04/2020 12:00:00,0.09,0.03,0.07,0.04,0.06,0.1,0.08,0.1,0.06,0.04,0.94,0.46,0.84,0.78,0.62,0.81,0.87,0.44,0.3101,0.0491,0.126,0.184,0.3128,0.1168,11.01587302,12.93,0,38.2,58.2,,,,,,,,
 01/04/2020 13:00:00,0.07,0.03,0.12,0.03,0.09,0.03,0.02,0.01,0.08,0.04,0.92,0.47,0.78,0.77,0.61,0.79,0.78,0.44,0.2793,0.0382,0.1208,0.1528,0.4034,0.1385,12.4047619,13.68,0,45.18,65.18,,,,,,,,
 01/04/2020 14:00:00,0.03,0.03,0.14,0.04,0.26,0.08,0.02,0.01,0.08,0.04,0.94,0.48,0.78,0.63,0.6,0.78,0.87,0.43,0.2514,0.0244,0.144,0.113,0.4362,0.1578,12.94444444,13.5,0,45.18,65.18,,,,,,,,
 01/04/2020 15:00:00,0.04,0.03,0.06,0.04,0.16,0.06,0.02,0.02,0.08,0.04,0.94,0.47,0.76,0.63,0.58,0.63,0.87,0.43,0.2364,0.0079,0.136,0.0976,0.4458,0.1074,12.94444444,12.93,0,45.18,65.18,,,,,,,,
 01/04/2020 16:00:00,0.13,0.03,0.06,0.05,0.16,0.04,0.02,0.03,0.07,0.03,0.94,0.46,0.76,0.63,0.58,0.63,0.87,0.43,0.253,0.0002,0.0927,0.075,0.4664,0.0326,12.20634921,11.43,0,45.18,65.18,,,,,,,,
 01/04/2020 17:00:00,0.09,0.03,0.05,0.05,0.16,0.04,0.01,0.04,0.08,0.03,0.95,0.51,0.77,0.79,0.65,0.65,0.89,0.42,0.2837,0,0.0635,0.0804,0.476,0,10.61904762,8.82,0,45.18,65.18,,,,,,,,
 01/04/2020 18:00:00,0.1,0.05,0.04,0.07,0.19,0.05,0.02,0.04,0.05,0.07,0.96,0.68,0.81,0.85,0.71,0.85,0.42,0.36,0.3163,0,0.095,0.1122,0.481,0,8.134920635,3.39,0,35.2,55.2,,,,,,,,
 01/04/2020 19:00:00,0.06,0.03,0.06,0.06,0.1,0.06,0.08,0.35,0.09,0.05,0.76,0.75,0.79,0.85,0.57,0.85,0.23,0.36,0.3526,0,0.0536,0.1442,0.4681,0,5.007936508,0.57,0,31.7,51.7,,,,,,,,
 01/04/2020 20:00:00,0.02,0.03,0.11,0.15,0.13,0.05,0.07,0.05,0.1,0.34,0.75,0.78,0.75,0.71,0.57,0.86,0.23,0.36,0.4033,0,0.0494,0.207,0.4538,0,1.238095238,0.39,0,31.1,51.1,,,,,,,,
 01/04/2020 21:00:00,0.05,0.03,0.09,0.03,0.13,0.11,0.02,0.04,0.08,0.07,0.66,0.86,0.66,0.71,0.52,0.71,0.23,0.36,0.4458,0,0.0524,0.2427,0.4392,0,0.103174603,0,0,29.9,49.9,,,,,,,,
 01/04/2020 22:00:00,0.1,0.12,0.1,0.03,0.28,0.08,0.02,0.06,0.11,0.07,0.63,0.82,0.47,0.71,0.52,0.7,0.23,0.11,0.4826,0,0.051,0.3491,0.4128,0,0,0,0,29.3,49.3,,,,,,,,
 01/04/2020 23:00:00,0.04,0.03,0.11,0.08,0.23,0.12,0.02,0.04,0.06,0.07,0.58,0.57,0.31,0.71,0.2,0.7,0.24,0.11,0.5339,0,0.0376,0.511,0.358,0,0,0,0,29.23,49.23,,,,,,,,
 01/04/2020 24:00:00,0.34,0.07,0.1,0.05,0.12,0.07,0.02,0.02,0.04,0.07,0.58,0.38,0.42,0.72,0.19,0.74,0.24,0.11,0.6093,0,0,0.651,0.3214,0,0,0,0,29.46,49.46,,,,,,,,
 01/05/2020 01:00:00,0.06,0.03,0.13,0.04,0.08,0.05,0.02,0.03,0.06,0.08,0.57,0.33,0.33,0.41,0.19,0.42,0.24,0.11,0.654,0,0,0.7175,0.2743,0,0,0,0,15.69,35.69,,,,,,,,
 01/05/2020 02:00:00,0.01,0.05,0.05,0.04,0.09,0.05,0.02,0.02,0.06,0.02,0.57,0.31,0.3,0.27,0.19,0.29,0.24,0.11,0.6735,0,0,0.6388,0.231,0,0,0,0,10,30,,,,,,,,
 01/05/2020 03:00:00,0.04,0.03,0.05,0.04,0.09,0.02,0.02,0.02,0.04,0.03,0.57,0.29,0.29,0.27,0.19,0.29,0.24,0.11,0.6758,0,0,0.5459,0.2104,0,0,0,0,10,30,,,,,,,,
 01/05/2020 04:00:00,0.07,0.03,0.04,0.03,0.07,0.04,0.01,0.02,0.04,0.05,0.57,0.29,0.29,0.27,0.19,0.29,0.24,0.11,0.6652,0,0,0.4893,0.1931,0,0,0,0,10,30,,,,,,,,
